product_id,category,brand,base_price,launch_date,is_premium
448,Fashion,Brand_4,58.84,2021-07-26,0
449,Home,Brand_1,83.23,2021-06-30,1
450,Home,Brand_54,75.71,2023-08-09,1
451,Beauty,Brand_2,34.22,2021-12-28,0
452,Home,Brand_41,86.29,2023-04-07,1
453,Grocery,Brand_18,12.44,2023-06-20,0
454,Electronics,Brand_31,125.9,2022-12-09,1
455,Fashion,Brand_77,62.14,2022-03-11,1
456,Electronics,Brand_3,140.53,2021-06-11,1
457,Fashion,Brand_68,26.49,2023-10-07,0
458,Sports,Brand_70,51.69,2022-06-17,0
459,Electronics,Brand_36,155.11,2021-12-18,1
460,Fashion,Brand_58,55.97,2022-06-18,0
461,Grocery,Brand_49,18.76,2023-04-22,0
462,Grocery,Brand_59,21.79,2022-11-01,0
463,Beauty,Brand_13,23.22,2023-02-05,0
464,Fashion,Brand_30,59.25,2022-01-15,0
465,Fashion,Brand_88,41.35,2023-09-21,0
466,Sports,Brand_10,91.46,2021-06-30,1
467,Sports,Brand_44,69.73,2021-05-20,1
468,Electronics,Brand_12,97.5,2022-02-08,1
469,Grocery,Brand_93,19.44,2022-03-12,0
470,Electronics,Brand_23,148.42,2021-06-01,1
471,Home,Brand_69,63.45,2023-07-08,1
472,Electronics,Brand_52,82.77,2022-06-12,1
473,Electronics,Brand_54,106.45,2022-04-30,1
474,Beauty,Brand_19,36.35,2023-06-20,0
475,Electronics,Brand_93,185.51,2022-08-23,1
476,Fashion,Brand_57,51.83,2021-02-14,0
477,Beauty,Brand_7,24.51,2023-02-19,0
478,Beauty,Brand_85,32.84,2023-08-12,0
479,Fashion,Brand_100,55.87,2021-07-04,0
480,Home,Brand_60,115.9,2022-05-20,1
481,Electronics,Brand_50,68.69,2022-04-03,1
482,Home,Brand_96,39.73,2021-12-31,0
483,Fashion,Brand_3,44.26,2021-03-04,0
484,Electronics,Brand_49,185.91,2023-03-26,1
485,Sports,Brand_85,59.71,2023-01-25,0
486,Home,Brand_43,85.88,2022-03-25,1
487,Beauty,Brand_99,28.9,2023-08-20,0
488,Beauty,Brand_94,16.54,2023-06-17,0
489,Grocery,Brand_16,28.0,2021-10-18,0
490,Sports,Brand_90,61.22,2021-01-31,0
491,Home,Brand_69,52.44,2023-11-22,0
492,Beauty,Brand_75,27.13,2023-02-09,0
493,Fashion,Brand_27,52.36,2021-01-26,0
494,Grocery,Brand_86,15.05,2022-03-25,0
495,Electronics,Brand_24,167.2,2022-06-26,1
496,Electronics,Brand_16,464.58,2022-10-31,1
497,Fashion,Brand_95,67.0,2023-10-09,1
498,Fashion,Brand_20,61.54,2021-06-02,1
499,Home,Brand_58,89.69,2022-12-12,1
500,Sports,Brand_82,98.84,2021-02-15,1
501,Grocery,Brand_81,21.29,2022-11-19,0
502,Grocery,Brand_83,15.57,2022-05-04,0
503,Electronics,Brand_21,121.38,2023-07-15,1
504,Sports,Brand_46,72.69,2021-01-18,1
505,Home,Brand_55,126.93,2023-06-10,1
506,Fashion,Brand_95,38.04,2023-09-02,0
507,Grocery,Brand_73,12.68,2021-09-14,0
508,Fashion,Brand_51,16.97,2021-11-14,0
509,Grocery,Brand_38,39.58,2022-08-29,0
510,Electronics,Brand_8,128.37,2022-04-04,1
511,Sports,Brand_18,121.26,2022-02-07,1
512,Fashion,Brand_10,30.34,2022-03-22,0
513,Grocery,Brand_8,17.48,2021-09-01,0
514,Fashion,Brand_78,71.96,2022-06-02,1
515,Electronics,Brand_69,81.58,2023-04-23,1
516,Electronics,Brand_19,97.64,2021-11-04,1
517,Fashion,Brand_52,78.75,2021-02-09,1
518,Fashion,Brand_85,58.37,2022-12-29,0
519,Home,Brand_49,60.09,2023-06-17,0
520,Grocery,Brand_82,19.79,2023-11-22,0
521,Sports,Brand_49,75.45,2022-06-15,1
522,Fashion,Brand_85,68.98,2022-11-11,1
523,Beauty,Brand_30,38.9,2022-03-07,0
524,Fashion,Brand_7,53.2,2023-04-18,0
525,Fashion,Brand_23,51.51,2023-04-28,0
526,Beauty,Brand_94,40.79,2023-12-28,0
527,Electronics,Brand_50,114.68,2021-02-14,1
528,Electronics,Brand_69,152.74,2022-04-10,1
529,Electronics,Brand_16,108.79,2022-02-17,1
530,Grocery,Brand_68,7.78,2021-12-18,0
531,Electronics,Brand_99,110.8,2022-07-23,1
532,Sports,Brand_62,104.76,2023-08-31,1
533,Home,Brand_94,94.16,2023-08-15,1
534,Electronics,Brand_100,151.23,2021-11-04,1
535,Home,Brand_28,104.51,2021-11-29,1
536,Beauty,Brand_27,27.85,2023-04-06,0
537,Home,Brand_41,56.06,2023-12-03,0
538,Sports,Brand_71,82.07,2023-08-11,1
539,Sports,Brand_62,44.87,2021-10-01,0
540,Fashion,Brand_40,21.29,2022-11-03,0
541,Beauty,Brand_50,38.14,2022-09-05,0
542,Electronics,Brand_98,57.44,2021-10-06,0
543,Electronics,Brand_30,112.03,2022-12-17,1
544,Electronics,Brand_41,78.58,2023-10-13,1
545,Fashion,Brand_75,67.55,2021-09-13,1
546,Grocery,Brand_8,14.39,2023-12-24,0
547,Electronics,Brand_12,199.24,2023-08-11,1
